id,package_name,version_code,release_date,NBI,NOC,NOM,IPM,CC,WMC,NOCH,DIT,LCOM,CBO,PPIV,APD,BSMC,WKL,LOCL,GPS,XML,NTO,NET,I/O,SQL,BMAP
299,com.watabou.pixeldungeon,1.7.5a,January 26 2015,92141,929,4832,19.06891556,4324,22490.38536,3,6,61.06848256,0.052744887,30.45571245,4.301399354,7,0,0,0,0,0,0,0,0,4
300,com.watabou.pixeldungeon,1.9.1,October 05 2015,94756,960,4994,18.97396876,4423,23008.81458,2,6,60.90257913,0.055208333,30.61991234,4.244791667,7,0,0,0,0,0,0,0,0,4
302,com.concentricsky.android.khan,1.2.2,December 11 2013,284459,2091,17454,16.29763951,16650,138980.9182,0,1,66.66666667,0.43663319,31.4356876,4.821616451,45,0,0,0,0,5,0,82,123,3
307,com.alfray.timeriffic,1.09.05,January 31 2011,18049,129,831,21.71961492,788,5076.186047,2,3,46.3473941,0.015503876,14.68926554,1.713178295,13,2,0,0,0,0,0,6,26,0
315,name.boyle.chris.sgtpuzzles,2015-09-10-2219-eda5a86,September 14 2015,90650,802,5880,15.41666667,6495,47619.202,1,3,24.46211853,0.42394015,8.770555991,0.664588529,90,0,0,0,1,0,0,31,0,0
316,name.boyle.chris.sgtpuzzles,2016-01-13-0847-1d9d6cb,January 15 2016,79870,739,5352,14.92339312,5714,41382.0406,1,3,23.61918781,0.433017591,8.449514153,0.663058187,94,0,0,0,1,0,0,31,0,0
318,github.daneren2005.dsub,4.3.5,January 15 2014,164899,1336,10486,15.72563418,9955,78134.82784,8,4,40.13202737,0.357035928,7.263871241,0.821856287,91,2,0,0,2,13,1,81,0,5
319,github.daneren2005.dsub,5.0.3,October 08 2015,399764,3075,20656,19.35340821,23710,159269.5154,6,4,35.27479737,0.437723577,24.48889866,2.303414634,131,1,0,0,3,15,2,109,0,8
351,de.srlabs.snoopsnitch,1.0.1,January 04 2016,128314,1326,9802,13.09059376,6138,45373.05882,4,3,38.26534779,0.325037707,8.285385501,0.407993967,43,7,2,0,0,0,0,29,104,6
364,com.colinmcdonough.android.torch,0.2.3,April 22 2013,450,9,43,10.46511628,30,143.3333333,0,1,38.19875776,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0
373,vu.de.urpool.quickdroid,4.4,February 02 2014,8433,70,362,23.29558011,345,1784.142857,8,2,56.21497768,0.0,7.738095238,0.057142857,13,0,0,0,0,0,0,1,28,1
374,com.kaneoriley.cyanogenport.launcher3,12.1-150804,August 28 2015,476381,3998,32463,14.67458337,24620,199909.7199,0,1,0.0,0.634317159,9.46383338,0.71935968,114,1,0,0,1,0,0,68,137,23
378,de.szalkowski.activitylauncher,1.5.1,September 28 2015,67102,841,6237,10.75869809,3855,28589.34007,3,2,35.19285714,0.384066587,7.681088965,0.413793103,30,1,0,0,0,0,0,16,0,3
382,org.brandroid.openmanager,0.212,February 21 2013,280949,1639,14054,19.99067881,16357,140257.0336,6,3,38.94309331,0.439292251,11.17639705,1.55033557,127,0,0,0,1,0,0,100,48,22
400,info.papdt.blackblub,1.0.2.2,April 04 2016,98936,1130,8660,11.42448037,5344,40954.90265,0,1,42.37637363,0.397345133,9.015639374,0.453982301,17,1,0,0,0,0,0,16,0,5
409,com.nauj27.android.colorpicker,3.1,November 17 2013,31724,333,2578,12.3056633,1963,15197.03904,0,1,27.29864785,0.405405405,6.934306569,0.318318318,10,0,0,0,0,0,0,7,0,3
413,acr.browser.lightning,4.0.10a,May 11 2015,526244,3892,29106,18.08025837,25602,191462.4388,8,3,34.17803242,0.494090442,18.2576793,2.076824255,134,1,0,0,1,0,0,86,14,9
414,acr.browser.lightning,4.2.3a,October 03 2015,160141,1428,9395,17.04534327,11771,77442.95868,1,3,31.04932328,0.662464986,11.17673785,0.56232493,32,0,0,0,1,0,0,49,12,5
415,acr.browser.lightning,4.3.3,April 25 2016,185715,1702,11018,16.85559993,13716,88791.35605,1,3,33.74123217,0.672737955,10.98099443,0.541715629,33,0,0,0,1,0,0,55,12,5
422,com.github.andlyticsproject,2.5.8,February 05 2014,110477,841,6369,17.34605119,6461,48929.97503,13,4,46.05749353,0.378121284,11.37931034,0.912009512,69,0,0,0,1,7,3,30,102,8
431,de.ub0r.android.callmeter,3.10,November 18 2013,109363,749,6035,18.12145816,6814,54903.19092,1,2,42.54839953,0.427236315,8.789954338,0.795727637,104,1,0,0,3,0,0,29,111,0
432,de.qspool.clementineremote,8.5,January 30 2014,204998,1335,16882,12.14299254,11036,139557.8667,6,2,51.6787514,0.464419476,11.6952381,1.36928839,103,2,0,0,1,0,0,31,17,3
433,de.qspool.clementineremote,v10.1,December 16 2014,234379,1782,19837,11.81524424,12523,139404.4618,8,2,51.35233215,0.455106622,10.55836056,1.101571268,131,2,0,0,1,0,0,39,17,5
440,com.shahul3d.indiasatelliteweather,2.0 alpha,January 28 2015,164517,1597,12593,13.06416263,9868,77813.2273,1,2,42.69726632,0.479649343,9.701625871,0.671884784,72,1,0,0,2,0,0,38,0,9
448,org.yuttadhammo.BodhiTimer,4.1.3,October 08 2014,29638,257,1368,21.66520468,2117,11268.70039,0,1,30.91290762,0.420233463,3.790087464,0.284046693,32,0,0,0,0,0,0,4,0,18
454,com.ghstudios.android.mhgendatabase,1.1.1,August 18 2016,270665,2440,19524,13.86319402,15695,125585.7295,0,1,89.21933086,0.532786885,8.088527193,0.555327869,124,1,0,0,1,0,0,28,50,26
455,goo.TeaTimer,1.6,May 18 2011,2585,27,127,20.35433071,73,343.3703704,0,1,34.47264508,0.0,4.310344828,0.037037037,3,0,0,0,0,0,0,0,0,4
469,net.kervala.comicsreader,1.2,March 15 2014,14064,66,612,22.98039216,996,9235.636364,2,2,60.21899522,0.0,18.51851852,6.121212121,18,0,0,0,0,0,0,46,15,7
471,net.kervala.comicsreader,2.0b,October 27 2014,14478,66,620,23.3516129,1037,9741.515152,2,2,60.40738082,0.0,18.9119171,6.560606061,18,0,0,0,0,0,0,46,17,7
476,org.yaxim.androidclient,0.8.8,September 09 2014,169600,858,6118,27.72147761,7397,52744.57576,1,2,28.48063733,0.552447552,13.40533672,1.251748252,54,1,0,0,1,0,1,27,20,0
479,com.gelakinetic.mtgfam,3.3.1-foss,May 13 2016,466655,3893,29821,15.64853627,28862,221087.5166,1,2,35.43583694,0.466221423,13.08647027,1.598253275,129,1,0,0,1,0,0,142,74,16
480,com.gelakinetic.mtgfam,3.3.3-foss,July 17 2016,466655,3893,29821,15.64853627,28862,221087.5166,1,2,35.43583694,0.466221423,13.08647027,1.598253275,129,1,0,0,1,0,0,142,74,16
481,com.gelakinetic.mtgfam,3.3.4-foss,September 19 2016,467962,3842,29447,15.89166978,29065,222768.6244,1,2,30.32794869,0.473191046,13.16287879,1.628578865,128,1,0,0,1,0,0,142,74,16
485,nitezh.ministock,67,September 13 2016,10745,106,621,17.30273752,427,2501.575472,2,3,31.47112664,0.0,14.67889908,0.650943396,20,0,0,0,0,0,0,1,0,0
496,org.qii.weiciyuan,0.483,February 04 2013,96580,1000,6786,14.23224285,4591,31154.526,3,4,44.73983152,0.212,8.542538354,0.497,155,0,1,0,0,0,0,45,73,13
501,eu.faircode.netguard,2.44,August 06 2016,140550,1055,8275,16.98489426,10462,82059.76303,0,1,25.94479732,0.630331754,9.401475813,0.655924171,115,2,0,0,2,0,0,28,137,6
507,jackpal.androidterm,1.0.70,April 16 2015,21597,168,1031,20.94762367,1269,7787.732143,1,3,47.32883831,0.005952381,5.422993492,0.273809524,15,1,0,0,0,0,0,18,0,1
521,com.farmerbb.taskbar,1.2,September 21 2016,80378,822,5671,14.17351437,6292,43408.6764,1,2,21.66783028,0.572992701,5.017921147,0.386861314,30,0,0,0,1,0,0,8,0,1
528,com.aselalee.trainschedule,1.19,October 27 2014,6357,61,328,19.38109756,111,596.852459,0,1,23.78295366,0.032786885,13.6,0.180327869,14,0,0,0,0,0,0,0,69,0
531,com.ds.avare,6.1.0,July 25 2015,72446,418,2623,27.61951963,2865,17978.2177,3,2,48.53201207,0.011961722,8.620689655,0.729665072,135,0,1,8,9,0,0,68,36,4
533,giraffine.dimmer,3.3.0,February 13 2015,46316,438,3491,13.26725867,2818,22460.36073,0,1,46.53893514,0.349315068,8.996815287,0.593607306,12,0,0,0,0,0,0,7,0,2
534,giraffine.dimmer,3.3.1,December 03 2015,46316,438,3491,13.26725867,2818,22460.36073,0,1,46.53893514,0.349315068,8.996815287,0.593607306,12,0,0,0,0,0,0,7,0,2
536,dk.andsen.asqlitemanager,3.6,May 14 2013,19572,105,571,34.27670753,703,3822.980952,0,1,22.52635435,0.361904762,5.502392345,1.523809524,94,0,0,0,0,0,0,28,75,0
538,in.blogspot.anselmbros.torchie,1.2.0,February 09 2016,92740,890,6759,13.72096464,7420,56350.31461,0,1,33.63656663,0.621348315,5.379810598,0.540449438,20,0,0,0,1,0,0,8,0,0
539,in.blogspot.anselmbros.torchie,2.0,May 19 2016,95923,953,6928,13.84569861,7594,55205.90976,0,1,33.4591021,0.598111228,5.635752422,0.524658972,21,0,0,0,1,0,0,8,0,1
545,org.wordpress.android,2.7.1,April 12 2014,292055,2432,18149,16.09207119,17717,132214.5695,1,4,39.42746742,0.302631579,12.19453473,0.953536184,212,2,2,0,3,4,4,59,308,22
546,com.pilockerstable,3.0,October 20 2014,49245,574,4102,12.00511945,3055,21832.07317,0,1,26.1668011,0.386759582,6.638714186,0.263066202,52,1,0,0,0,0,0,13,0,3
548,com.yassirh.digitalocean,2.1.2,January 03 2016,255258,2640,19611,13.01606241,14838,110222.7341,9,2,49.75696199,0.447727273,11.57244886,1.126136364,106,1,0,0,2,2,0,45,54,3
557,de.blinkt.openvpn,0.6.52,April 17 2016,162897,1520,11915,13.67159043,9898,77588.59868,2,2,39.5876198,0.378947368,9.440715884,0.584868421,39,1,0,0,0,0,0,50,0,3
558,de.blinkt.openvpn,0.6.54,May 07 2016,163349,1520,11924,13.69917813,9929,77890.39211,2,2,39.72128509,0.378947368,9.438604339,0.584868421,39,1,0,0,0,0,0,50,0,3
559,de.blinkt.openvpn,0.6.57,August 02 2016,170511,1608,12491,13.65070851,10420,80942.92289,2,2,37.82331862,0.368159204,9.444922547,0.585820896,41,1,0,0,0,0,0,50,0,3
563,it.iiizio.epubator,0.12,September 06 2015,376645,1891,17078,22.05439747,20924,188968.8377,0,1,36.87864568,0.445267054,30.40118195,6.774193548,20,1,0,0,0,0,0,100,0,6
572,com.jefftharris.passwdsafe,5.2.0,February 11 2015,475307,3485,22714,20.92572863,19911,129772.8706,2,3,39.7303999,0.434433286,19.20844829,1.610043042,29,1,0,0,0,0,0,41,36,3
582,com.harleensahni.android.mbr,1.5.1,May 22 2014,2137,30,100,21.37,125,416.6666667,1,2,34.13355523,0.0,12.5,0.233333333,5,2,0,0,0,0,0,0,0,0
590,com.morlunk.mumbleclient,3.2.0,October 28 2014,784482,5772,45492,17.24439462,36874,290622.316,5,3,33.944263,0.504504505,16.29540875,1.610533611,116,3,0,0,2,0,0,104,34,6
593,org.transdroid.lite,2.5.1,August 24 2015,278951,2445,18860,14.79061506,15026,115906.0777,0,1,0.0,0.532515337,13.29737336,1.301022495,101,1,0,0,3,6,38,98,24,5
594,org.transdroid.lite,2.5.5,November 25 2015,307448,2777,20950,14.6753222,16715,126099.838,0,1,0.0,0.520705798,13.24196312,1.211019085,100,1,0,0,3,6,38,99,24,5
595,org.transdroid.lite,2.5.7,May 21 2016,319069,2847,21589,14.77923943,17551,133090.4598,0,1,0.0,0.524060414,13.1833432,1.218826835,101,1,0,0,3,6,38,99,24,5
603,com.doplgangr.secrecy,alpha-4.0,September 28 2014,82744,918,5936,13.9393531,5707,36902.77996,1,3,29.94912975,0.517429194,7.949231797,0.51416122,42,0,0,0,0,0,0,70,12,5
609,net.nurik.roman.muzei,1.0.1,March 03 2014,67029,541,3387,19.79007972,4230,26482.45841,0,1,73.33333333,0.634011091,7.34861846,0.554528651,18,3,0,0,0,0,0,28,20,10
612,com.soyblue.bluesound,1.4,April 06 2015,105571,1101,9151,11.53655338,6912,57449.3297,0,1,50.08663843,0.473206176,6.335660719,0.354223433,64,1,0,0,1,0,0,24,0,3
625,org.tint,1.8,January 07 2014,30589,326,1774,17.24295378,1377,7493.245399,1,3,32.49159258,0.0,9.081419624,0.978527607,59,0,0,0,0,0,0,4,15,8
626,com.thibaudperso.sonycamera,2.0.2,February 11 2015,69882,897,6501,10.74942317,4034,29236.38127,5,2,37.32582494,0.360089186,6.627326373,0.258639911,16,1,0,0,0,2,1,16,0,5
628,com.thibaudperso.sonycamera,2.0.4,March 07 2016,99844,1274,9220,10.82906725,5477,39637.31554,5,2,37.58205265,0.36577708,8.390243902,0.380690738,20,2,0,0,0,2,0,21,0,7
642,org.kde.necessitas.ministro,7.0,November 05 2012,8394,38,183,45.86885246,357,1719.236842,1,2,44.91861456,0.0,8.058608059,0.894736842,12,1,0,0,0,0,0,24,0,0
643,org.kde.necessitas.ministro,10.0,October 05 2014,12989,50,266,48.83082707,530,2819.6,2,2,40.82208444,0.0,11.20943953,1.44,10,0,0,0,0,0,0,53,0,0
646,org.odk.collect.android,1.2.2,January 02 2013,257092,1548,13750,18.6976,14614,129807.8165,3,3,39.83583287,0.440568475,18.96895988,3.228682171,125,0,2,4,0,0,0,136,48,9
651,de.onyxbits.remotekeyboard,1.6,March 07 2014,64995,602,4897,13.27241168,3798,30895.02658,0,1,67.42919118,0.428571429,7.859798194,0.558139535,28,1,0,0,0,0,0,11,16,1
654,org.sipdroid.sipua,3.5 beta,May 17 2014,60172,329,2850,21.11298246,3262,28257.44681,2,2,41.95427248,0.294832827,22.31759657,5.200607903,28,10,0,0,0,0,0,21,0,0
655,org.sipdroid.sipua,3.6 beta,December 03 2014,60257,329,2850,21.14280702,3265,28283.43465,2,2,41.95507861,0.294832827,22.30164403,5.209726444,28,10,0,0,0,0,0,21,0,0
661,org.yuttadhammo.tipitaka,9.2,May 09 2014,91504,734,6319,14.48077227,5429,46738.21662,0,1,29.81008844,0.404632153,6.641300588,0.561307902,135,0,0,0,1,0,0,27,83,1
678,de.ub0r.android.smsdroid,1.5.1,October 20 2013,72554,567,5175,14.02009662,4714,43024.60317,0,1,53.94132367,0.476190476,8.481421648,0.675485009,69,0,0,0,1,0,0,14,7,3
682,dev.ukanth.ufirewall,2.2.3,March 18 2016,252472,2251,18314,13.78573769,14982,121892.6468,16,2,42.68450032,0.455797423,10.99122599,0.80586406,104,1,0,0,1,0,0,98,35,3
684,dev.ukanth.ufirewall,2.5.2,August 14 2016,326803,2798,21927,14.90413645,17939,140582.0061,15,2,43.73965764,0.467476769,10.0806078,0.73659757,135,1,0,0,1,0,0,102,15,3
689,uk.org.ngo.squeezer,0.9.1,April 08 2013,63372,645,4434,14.29228687,3082,21186.95814,1,5,37.54686585,0.210852713,10.25029797,0.511627907,48,1,0,0,0,2,2,18,0,8
711,net.momodalo.app.vimtouch,2.3,March 30 2013,45407,423,3448,13.16908353,2832,23084.48227,1,2,45.01184583,0.392434988,5.915670233,0.340425532,24,0,0,0,0,0,0,37,0,1
715,com.gulshansingh.hackerlivewallpaper,1.8.2,September 01 2015,58867,523,3964,14.85040363,4782,36244.45124,2,2,53.08472333,0.592734226,5.016477481,0.487571702,19,0,0,0,0,0,0,8,0,0
729,com.duckduckgo.mobile.android,3.0.11,September 29 2015,531558,4145,30376,17.49927574,27207,199382.3479,2,3,48.08438532,0.495778046,18.3534592,1.995657419,101,1,0,0,1,3,0,64,83,11
730,com.duckduckgo.mobile.android,3.0.12,February 06 2016,537751,4227,30852,17.43002074,27589,201366.4131,2,3,48.08128771,0.498698841,18.14127369,1.960728649,101,1,0,0,1,3,0,64,87,11
731,ru.meefik.busybox,1.24.2,April 18 2016,137360,1458,11898,11.54479744,8674,70784.12346,1,2,54.37667112,0.455418381,7.455065359,0.417009602,80,1,0,0,1,0,0,35,0,3
734,com.totsp.crossword.shortyz,3.2.10,November 18 2013,22392,159,874,25.6201373,1101,6052.037736,0,1,92.85714286,0.710691824,13.94849785,0.767295597,15,0,0,0,2,0,4,82,0,0
735,com.tmarki.comicmaker,1.5.4,February 14 2013,13466,104,598,22.51839465,547,3145.25,1,2,34.70814539,0.086538462,17.55485893,2.394230769,39,0,1,0,0,0,0,11,18,7
739,me.bpear.archonpackager,0.9.6,November 12 2014,67029,601,4871,13.7608294,4086,33116.31614,0,1,44.60227273,0.439267887,6.349206349,0.635607321,22,1,0,0,0,0,0,95,0,1
750,com.vuze.android.remote,2.2.4,January 15 2015,140273,1144,7771,18.05083001,10158,69001.58916,2,2,27.8928266,0.434440559,9.019392609,1.716783217,85,0,0,0,0,0,3,17,0,1
751,com.vuze.android.remote,2.3.1,April 02 2016,226221,1883,13683,16.53299715,17025,123713.7945,1,3,25.99917472,0.473181094,7.504655493,1.311205523,107,0,0,0,1,2,3,19,0,5
752,com.ringdroid,2.6,October 11 2012,14759,82,451,32.72505543,447,2458.5,4,2,23.09566835,0.0,6.116207951,0.524390244,26,0,0,0,0,2,0,27,0,0
753,com.ringdroid,2.7.2,June 08 2015,9910,73,419,23.65155131,349,2003.164384,0,1,21.59927183,0.0,4.016064257,0.465753425,30,0,0,0,0,0,0,8,0,0
754,com.ringdroid,2.7.3,June 24 2015,10891,79,442,24.64027149,393,2198.810127,0,1,20.48422154,0.0,3.861003861,0.430379747,31,0,0,0,0,0,0,14,0,0
757,com.mill_e.twitterwrapper,1.5.1,April 16 2015,74559,907,6701,11.12654828,4367,32263.80044,1,2,64.36596216,0.406835722,7.371928363,0.41014333,25,1,0,0,0,0,0,29,0,16
771,com.gpl.rpg.AndorsTrail,0.7.1,February 27 2014,75641,744,4732,15.98499577,3849,24480.46774,14,3,55.15082885,0.196236559,21.52800259,2.172043011,47,0,0,0,0,0,0,17,0,1
780,com.frostwire.android,1.0.7,April 22 2013,771600,5886,44056,17.514073,39363,294627.3068,2,3,44.32278013,0.505946313,18.48894998,1.825518179,49,0,0,0,1,12,1,612,33,10
783,org.tasks,4.9.4,August 12 2016,272189,2563,16474,16.52233823,16463,105817.9719,13,4,54.85784283,0.499024581,9.568999605,0.889192353,118,0,0,0,1,0,0,43,14,3
789,com.google.android.apps.authenticator2,2.21,August 23 2012,7077,105,475,14.89894737,246,1112.857143,0,1,81.81818182,0.571428571,17.8030303,0.542857143,19,0,0,0,0,2,0,0,12,0
796,com.vrem.wifianalyzer,1.5.7,August 25 2016,106410,856,6303,16.88243693,6371,46911.69743,2,2,54.71962522,0.627336449,8.936793638,1.122663551,24,0,0,0,1,0,0,8,5,0
797,com.vrem.wifianalyzer,1.5.8,September 18 2016,106571,857,6314,16.87852392,6384,47034.51109,2,2,54.89774623,0.625437573,8.862876254,1.113185531,24,0,0,0,1,0,0,8,5,0
799,com.shatteredpixel.shatteredpixeldungeon,0.4.0,June 24 2016,133594,1207,6071,22.00527096,6267,31521.91964,6,6,54.0192326,0.052195526,37.89826719,4.13918807,8,0,0,0,0,0,0,0,0,4
800,com.shatteredpixel.shatteredpixeldungeon,0.4.1a,August 12 2016,135262,1213,6136,22.04400261,6374,32243.08656,6,6,53.78882853,0.051112943,37.83259424,4.185490519,8,0,0,0,0,0,0,0,0,4
801,com.shatteredpixel.shatteredpixeldungeon,0.4.2a,September 15 2016,132360,1219,6195,21.36561743,6541,33241.58737,6,6,54.12711828,0.050861362,37.7851058,4.242821985,8,0,0,0,0,0,0,0,0,4
805,com.darshancomputing.BatteryIndicator,9.0.1,April 15 2016,33716,342,2661,12.67042465,2082,16199.42105,0,1,54.38006991,0.374269006,8.892763731,0.666666667,16,0,0,0,0,0,0,6,0,2
807,com.darshancomputing.BatteryIndicator,10.0.1-beta1,August 19 2016,35264,334,1963,17.9643403,2219,13041.60778,0,1,48.64960368,0.350299401,10.26315789,0.520958084,19,0,0,0,0,0,0,2,0,2
834,com.owncloud.android,2.1.1,September 08 2016,336984,2719,22586,14.92003896,20748,172348.0427,1,3,45.8776279,0.431408606,11.0324538,1.066200809,201,1,0,0,3,0,0,149,108,9
841,de.danoeh.antennapod,1.5.2.0,March 18 2016,456096,3992,28849,15.8097681,28032,202578.9499,4,3,34.62981745,0.451903808,23.22576234,2.065380762,182,4,0,0,2,0,0,137,180,8
843,de.danoeh.antennapod,1.6.1.2,June 25 2016,461253,4070,29335,15.7236407,28315,204083.6671,1,4,38.20942454,0.444717445,23.06669326,2.022113022,192,4,0,0,2,0,0,137,202,8
846,com.github.wdkapps.fillup,1.7.2,March 10 2015,97172,1053,7887,12.32052745,4809,36019.54701,1,2,47.61062687,0.396011396,9.652638611,0.509021842,32,1,0,0,0,0,0,28,17,4
856,teaonly.droideye,1.6.1,June 15 2013,5137,56,289,17.77508651,233,1202.446429,1,2,46.65419122,0.107142857,17.91044776,0.625,2,0,0,0,0,0,0,12,0,0
857,teaonly.droideye,2.3,February 02 2015,14670,79,631,23.24881141,753,6014.468354,1,2,47.57926333,0.35443038,24.65753425,3.367088608,2,0,0,0,0,0,0,20,0,0
863,com.achep.acdisplay,3.8.4,August 02 2015,231716,2217,16793,13.79836837,14902,112877.4407,2,4,42.59363244,0.464140731,11.10725443,0.911592242,98,6,0,0,1,0,0,30,5,5
866,com.eleybourn.bookcatalogue,5.0.7,June 05 2013,264367,2246,15193,17.40057921,14872,100601.2004,2,4,36.16439197,0.295636687,13.24912658,1.253784506,222,0,0,0,10,6,0,127,268,10
867,eu.mrogalski.saidit,1.3.38,October 31 2014,57763,594,3413,16.92440668,4694,26970.74411,1,3,17.58813527,0.693602694,8.106001559,1.34006734,23,0,0,0,0,0,0,14,0,0
872,com.angrydoughnuts.android.alarmclock,1.9,December 13 2013,10501,152,689,15.24092888,265,1201.217105,2,2,29.55262443,0.0,13.26259947,0.526315789,17,1,0,0,0,0,0,1,17,0
873,com.angrydoughnuts.android.alarmclock,1.10,June 17 2016,101491,1297,9281,10.93535179,5476,39184.85428,2,2,29.68696661,0.350809561,7.775653282,0.3384734,26,2,0,0,0,0,0,17,17,3
876,com.adam.aslfms,1.5.0,August 26 2016,226890,2049,16969,13.37085273,14873,123172.2484,2,3,59.42738132,0.466569058,7.806876008,0.503660322,118,1,0,0,1,0,0,24,35,7
888,com.nilhcem.hostseditor,1.4,January 02 2015,142557,1384,11179,12.75221397,8586,69351.80202,2,2,54.1564737,0.466040462,10.02886003,0.486271676,44,1,0,0,1,0,0,106,0,3
900,org.jsl.wfwt,1.10,June 02 2016,20342,150,816,24.92892157,1128,6136.32,7,3,43.74373715,0.473333333,15.44991511,0.9,5,0,0,0,0,0,0,2,0,1
901,org.npr.android.news,2.4,July 31 2013,135295,826,7539,17.94601406,7657,69886.34746,6,4,30.17466624,0.273607748,46.34146341,8.940677966,31,0,1,0,1,0,1,23,17,2
912,com.gmail.jerickson314.sdscanner,1.11,February 16 2015,1203,14,90,13.36666667,47,302.1428571,0,1,30.50619855,0.0,9.090909091,0.428571429,1,0,0,0,0,0,0,3,0,0
916,com.olam,1.0,November 04 2014,47786,511,3932,12.15310275,3020,23238.04305,0,1,35.22058824,0.40704501,6.509803922,0.266144814,15,1,0,0,0,0,0,11,6,1
919,de.ub0r.android.websms,4.7.1,October 20 2013,72554,567,5175,14.02009662,4714,43024.60317,0,1,53.94132367,0.476190476,8.481421648,0.675485009,69,0,0,0,1,0,0,14,7,3
922,org.ppsspp.ppsspp,1.1.1.0,November 15 2015,5215,53,308,16.93181818,271,1574.867925,1,2,56.11825921,0.264150943,12.12121212,0.339622642,11,0,0,0,0,0,0,3,0,0
926,com.catchingnow.tinyclipboardmanager,1.5.0,May 02 2015,145233,1336,11583,12.53846154,9417,81644.54416,1,3,30.98045,0.461077844,6.89233279,0.420658683,86,1,0,0,1,0,0,27,10,4
929,com.zaren,1.24,September 07 2013,35775,404,2974,12.02925353,2109,15525.16337,3,2,48.18376774,0.297029703,12.28239845,1.059405941,12,0,0,0,1,0,0,5,0,0
945,org.wikipedia,2.3.150-fdroid,August 02 2016,464694,4331,30236,15.368898,27345,190903.5835,1,5,43.68712637,0.424844147,12.24462722,0.781574694,194,0,1,2,1,0,0,105,23,17
946,org.wikipedia,r/2.3.152-r-2016-08-18,September 11 2016,427104,4205,28116,15.19078105,23898,159789.814,1,5,44.67268336,0.408085612,11.93621244,0.711058264,192,0,1,2,1,0,0,100,23,17
947,org.wikipedia,beta/2.4.156-beta-2016-09-19,September 21 2016,464694,4331,30236,15.368898,27345,190903.5835,1,5,43.68712637,0.424844147,12.24462722,0.781574694,194,0,1,2,1,0,0,105,23,17
962,org.geometerplus.zlibrary.ui.android,2.0.6-ics,September 03 2014,180174,1753,10406,17.31443398,9747,57859.25956,2,3,32.91218526,0.579577867,20.66974596,1.376497433,73,1,0,0,0,2,2,54,228,3
963,org.geometerplus.zlibrary.ui.android,2.1-ics,July 11 2015,180829,1757,10422,17.35070044,9766,57928.99943,2,3,32.91218526,0.579396699,20.71674971,1.384746727,73,1,0,0,0,2,2,54,228,3
974,com.easytarget.micopi,3.4.5,February 04 2016,188312,1777,15032,12.5274082,12478,105553.9088,2,2,67.19356415,0.489026449,7.473516181,0.448508723,84,1,0,0,1,0,0,32,0,5
976,com.easytarget.micopi,3.6.11,March 19 2016,201198,1858,15804,12.73082764,13422,114166.4629,0,1,0.0,0.505920344,7.375925418,0.454251884,86,1,0,0,1,0,0,27,0,5
1010,com.android.keepass,2.0.3,July 25 2015,52798,487,2916,18.10631001,2473,14807.53183,0,1,100.0,0.574948665,31.49606299,2.381930185,50,0,0,0,0,0,0,24,14,1
1011,com.android.keepass,2.0.4beta1,December 15 2015,52916,491,2928,18.07240437,2478,14777.15682,0,1,100.0,0.578411405,31.41737427,2.370672098,52,0,0,0,0,0,0,24,14,1
1012,com.android.keepass,2.0.4,December 27 2015,53019,491,2936,18.05824251,2484,14853.40937,0,1,100.0,0.578411405,31.37638617,2.401221996,52,0,0,0,0,0,0,24,14,1
1013,com.dougkeen.bart,2.2,July 13 2013,230422,1681,15556,14.81241965,15666,144973.4063,1,2,44.23297952,0.49256395,13.85455591,1.082688876,66,1,0,0,4,2,0,118,15,0
1014,com.dougkeen.bart,2.2.6,October 31 2015,441957,3136,29449,15.00753846,28808,270525.125,1,2,40.227977,0.435905612,24.72931168,4.401466837,83,2,0,0,1,0,0,136,8,3
1022,ru.gelin.android.browser.open,0.0.7,May 04 2015,2185,27,126,17.34126984,105,490.0,6,2,58.31024531,0.037037037,16.92307692,0.666666667,7,0,0,0,0,0,0,6,0,0
1043,de.mangelow.network,1.03,May 06 2015,117,1,2,58.5,1,2.0,0,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
1045,org.scummvm.scummvm,1.5.0,October 29 2013,2457,19,110,22.33636364,79,457.3684211,1,2,39.80698707,0.0,18.6440678,1.210526316,4,0,0,0,0,0,0,7,0,0
1046,ch.blinkenlights.battery,1.81,August 23 2012,1323,15,73,18.12328767,33,160.6,0,1,29.84168609,0.0,3.225806452,0.133333333,7,0,0,0,0,0,0,4,0,0
1055,org.libreoffice.impressremote,2.1.1,June 10 2014,79247,780,6718,11.79621911,5255,45260.37179,0,1,58.81158301,0.435897436,8.077669903,0.376923077,58,1,0,0,1,0,0,19,0,3
1061,com.mattgmg.miracastwidget,1.8,October 30 2015,45319,506,3900,11.62025641,2908,22413.43874,0,1,73.80952381,0.411067194,6.693227092,0.266798419,10,1,0,0,0,0,0,10,0,1
1063,com.manor.currentwidget,0.39,July 16 2013,45773,420,3351,13.65950463,2632,20999.6,1,2,46.72453704,0.442857143,8.489722967,0.714285714,21,0,0,0,0,0,0,43,0,3
1064,com.manor.currentwidget,0.4a,March 12 2015,85613,935,7071,12.10762268,4787,36202.00749,1,2,53.77840909,0.414973262,7.892595606,0.479144385,26,1,0,0,0,0,0,60,0,6
