id,package_name,version_code,release_date,cat
1927,com.topps.slam,6.5.1,December 20 2016,Entertainment
1928,com.topps.slam,6.5.6,February 03 2017,Entertainment
1929,com.tplink.tether,2.8.3,December 12 2016,Libraries & Demo
1930,com.venticake.retrica,3.10.0,January 12 2017,Photography
1931,com.vinternete.livecams,1.5,April 27 2015,Travel & Local
1932,com.voidcode.diasporawebclient,1.6.3,April 06 2012,Social
1933,com.westernunion.moneytransferr3app.eu,1.7,November 29 2016,Finance
1935,com.youthhr.phonto,1.7.8,November 15 2016,Photography
1936,de.schildbach.wallet,Varies with device,January 17 2017,Finance
1938,de.twokit.video.tv.cast.browser.samsung,2.6,January 19 2017,Entertainment
1942,ee.smkv.calc.loan,4.0.2,May 08 2013,Finance
1943,fr.acetelecom.vc,2.3.5,December 20 2016,Entertainment
1944,fr.xplod.focal,1.0-4aeccf19,December 02 2013,Photography
1945,io.wifimap.wifimap,3.2.0,December 31 2016,Travel & Local
1946,io.wifimap.wifimap,3.2.1,February 08 2017,Travel & Local
1948,labou.com.secondscreen.app,3.5,November 25 2016,Lifestyle
1949,mixedbit.speechtrainer,1.04,April 13 2012,Education
1953,nf.frex.android,1.2.2,August 31 2013,Entertainment
1954,no.mobitroll.kahoot.android,0.0.1,September 25 2015,Education
1955,org.bombusmod,0.8.1303,May 03 2013,Social
1956,org.droidparts.battery_widget,1.0,May 22 2012,Lifestyle
